# Urban Hata Model Propagation Results
# Current Date and Time (UTC - YYYY-MM-DD HH:MM:SS formatted): 2025-06-01 14:33:38
Parameters:
- Frequency: 970.00 MHz
- Base station height: 50.00 m
- Mobile station height: 1.50 m
- Transmitter power: 43.00 dBm

Distance(m)	PathLoss(dB)	FieldStrength(dB)	E-field(V/m)
320.734972	107.526801	72.427630	4.181975e-03
320.812239	107.530334	72.424097	4.180275e-03
320.889506	107.533866	72.420565	4.178575e-03
320.966773	107.537397	72.417033	4.176877e-03
321.044040	107.540927	72.413503	4.175180e-03
321.121307	107.544457	72.409974	4.173483e-03
321.198574	107.547985	72.406445	4.171788e-03
321.275841	107.551513	72.402917	4.170094e-03
321.353108	107.555040	72.399390	4.168401e-03
321.430374	107.558566	72.395864	4.166709e-03
321.507641	107.562092	72.392339	4.165019e-03
321.584908	107.565616	72.388814	4.163329e-03
321.662175	107.569140	72.385291	4.161640e-03
321.739442	107.572662	72.381768	4.159953e-03
321.816709	107.576184	72.378246	4.158266e-03
321.893976	107.579705	72.374725	4.156581e-03
321.971243	107.583225	72.371205	4.154897e-03
322.048510	107.586745	72.367686	4.153214e-03
322.125777	107.590263	72.364167	4.151532e-03
322.203044	107.593781	72.360649	4.149851e-03
322.280311	107.597298	72.357133	4.148171e-03
322.357577	107.600814	72.353617	4.146492e-03
322.434844	107.604329	72.350102	4.144814e-03
322.512111	107.607843	72.346587	4.143138e-03
322.589378	107.611357	72.343074	4.141462e-03
322.666645	107.614869	72.339561	4.139788e-03
322.743912	107.618381	72.336049	4.138114e-03
322.821179	107.621892	72.332538	4.136442e-03
322.898446	107.625402	72.329028	4.134771e-03
322.975713	107.628911	72.325519	4.133100e-03
323.052980	107.632420	72.322011	4.131431e-03
323.130247	107.635927	72.318503	4.129763e-03
323.207514	107.639434	72.314996	4.128096e-03
323.284780	107.642940	72.311491	4.126430e-03
323.362047	107.646445	72.307986	4.124766e-03
323.439314	107.649949	72.304481	4.123102e-03
323.516581	107.653453	72.300978	4.121439e-03
323.593848	107.656955	72.297475	4.119778e-03
323.671115	107.660457	72.293974	4.118117e-03
323.748382	107.663958	72.290473	4.116458e-03
323.825649	107.667458	72.286973	4.114799e-03
323.902916	107.670957	72.283474	4.113142e-03
323.980183	107.674455	72.279975	4.111485e-03
324.057450	107.677953	72.276478	4.109830e-03
324.134717	107.681449	72.272981	4.108176e-03
324.211983	107.684945	72.269485	4.106523e-03
324.289250	107.688440	72.265990	4.104871e-03
324.366517	107.691935	72.262496	4.103220e-03
324.443784	107.695428	72.259003	4.101570e-03
324.521051	107.698920	72.255510	4.099921e-03
324.598318	107.702412	72.252018	4.098273e-03
324.675585	107.705903	72.248527	4.096627e-03
324.752852	107.709393	72.245037	4.094981e-03
324.830119	107.712882	72.241548	4.093336e-03
324.907386	107.716371	72.238060	4.091693e-03
324.984653	107.719858	72.234572	4.090050e-03
325.061920	107.723345	72.231086	4.088408e-03
325.139186	107.726831	72.227600	4.086768e-03
325.216453	107.730316	72.224115	4.085129e-03
325.293720	107.733800	72.220630	4.083490e-03
325.370987	107.737283	72.217147	4.081853e-03
325.448254	107.740766	72.213664	4.080217e-03
325.525521	107.744248	72.210183	4.078581e-03
325.602788	107.747729	72.206702	4.076947e-03
325.680055	107.751209	72.203222	4.075314e-03
325.757322	107.754688	72.199742	4.073682e-03
325.834589	107.758167	72.196264	4.072051e-03
325.911856	107.761644	72.192786	4.070421e-03
325.989123	107.765121	72.189309	4.068792e-03
326.066389	107.768597	72.185834	4.067164e-03
326.143656	107.772072	72.182358	4.065537e-03
326.220923	107.775546	72.178884	4.063911e-03
326.298190	107.779020	72.175411	4.062286e-03
326.375457	107.782493	72.171938	4.060662e-03
326.452724	107.785964	72.168466	4.059040e-03
326.529991	107.789436	72.164995	4.057418e-03
326.607258	107.792906	72.161525	4.055797e-03
326.684525	107.796375	72.158055	4.054178e-03
326.761792	107.799844	72.154587	4.052559e-03
326.839059	107.803311	72.151119	4.050941e-03
326.916326	107.806778	72.147652	4.049325e-03
326.993592	107.810245	72.144186	4.047709e-03
327.070859	107.813710	72.140721	4.046095e-03
327.148126	107.817174	72.137256	4.044481e-03
327.225393	107.820638	72.133792	4.042869e-03
327.302660	107.824101	72.130330	4.041257e-03
327.379927	107.827563	72.126868	4.039647e-03
327.457194	107.831024	72.123406	4.038037e-03
327.534461	107.834484	72.119946	4.036429e-03
327.611728	107.837944	72.116486	4.034821e-03
327.688995	107.841403	72.113028	4.033215e-03
327.766262	107.844861	72.109570	4.031610e-03
327.843529	107.848318	72.106113	4.030005e-03
327.920795	107.851774	72.102656	4.028402e-03
327.998062	107.855230	72.099201	4.026800e-03
328.075329	107.858684	72.095746	4.025199e-03
328.152596	107.862138	72.092292	4.023598e-03
328.229863	107.865591	72.088839	4.021999e-03
328.307130	107.869044	72.085387	4.020401e-03
328.384397	107.872495	72.081935	4.018804e-03
328.461664	107.875946	72.078485	4.017207e-03
328.538931	107.879395	72.075035	4.015612e-03
328.616198	107.882844	72.071586	4.014018e-03
328.693465	107.886293	72.068138	4.012425e-03
328.770732	107.889740	72.064690	4.010832e-03
328.847998	107.893187	72.061244	4.009241e-03
328.925265	107.896632	72.057798	4.007651e-03
329.002532	107.900077	72.054353	4.006062e-03
329.079799	107.903521	72.050909	4.004474e-03
329.157066	107.906965	72.047466	4.002887e-03
329.234333	107.910407	72.044023	4.001300e-03
329.311600	107.913849	72.040581	3.999715e-03
329.388867	107.917290	72.037141	3.998131e-03
329.466134	107.920730	72.033700	3.996548e-03
329.543401	107.924169	72.030261	3.994966e-03
329.620668	107.927608	72.026823	3.993385e-03
329.697935	107.931046	72.023385	3.991804e-03
329.775201	107.934482	72.019948	3.990225e-03
329.852468	107.937918	72.016512	3.988647e-03
329.929735	107.941354	72.013077	3.987070e-03
330.007002	107.944788	72.009642	3.985494e-03
330.084269	107.948222	72.006209	3.983918e-03
330.161536	107.951655	72.002776	3.982344e-03
330.238803	107.955087	71.999344	3.980771e-03
330.316070	107.958518	71.995912	3.979199e-03
330.393337	107.961948	71.992482	3.977627e-03
330.470604	107.965378	71.989052	3.976057e-03
330.547871	107.968807	71.985623	3.974488e-03
330.625138	107.972235	71.982195	3.972920e-03
330.702404	107.975662	71.978768	3.971352e-03
330.779671	107.979089	71.975342	3.969786e-03
330.856938	107.982514	71.971916	3.968221e-03
330.934205	107.985939	71.968491	3.966656e-03
331.011472	107.989363	71.965067	3.965093e-03
331.088739	107.992786	71.961644	3.963530e-03
331.166006	107.996209	71.958222	3.961969e-03
331.243273	107.999631	71.954800	3.960409e-03
331.320540	108.003051	71.951379	3.958849e-03
331.397807	108.006471	71.947959	3.957291e-03
331.475074	108.009891	71.944540	3.955733e-03
331.552341	108.013309	71.941121	3.954177e-03
331.629607	108.016727	71.937704	3.952621e-03
331.706874	108.020144	71.934287	3.951066e-03
331.784141	108.023560	71.930871	3.949513e-03
331.861408	108.026975	71.927455	3.947960e-03
331.938675	108.030390	71.924041	3.946409e-03
332.015942	108.033803	71.920627	3.944858e-03
332.093209	108.037216	71.917214	3.943308e-03
332.170476	108.040628	71.913802	3.941759e-03
332.247743	108.044039	71.910391	3.940212e-03
332.325010	108.047450	71.906980	3.938665e-03
332.402277	108.050860	71.903571	3.937119e-03
332.479544	108.054269	71.900162	3.935574e-03
332.556810	108.057677	71.896754	3.934030e-03
332.634077	108.061084	71.893346	3.932487e-03
332.711344	108.064491	71.889940	3.930945e-03
332.788611	108.067896	71.886534	3.929404e-03
332.865878	108.071301	71.883129	3.927864e-03
332.943145	108.074706	71.879725	3.926325e-03
333.020412	108.078109	71.876322	3.924787e-03
333.097679	108.081511	71.872919	3.923250e-03
333.174946	108.084913	71.869517	3.921713e-03
333.252213	108.088314	71.866116	3.920178e-03
333.329480	108.091715	71.862716	3.918644e-03
333.406747	108.095114	71.859316	3.917111e-03
333.484013	108.098513	71.855918	3.915578e-03
333.561280	108.101910	71.852520	3.914047e-03
333.638547	108.105308	71.849123	3.912516e-03
333.715814	108.108704	71.845727	3.910987e-03
333.793081	108.112099	71.842331	3.909458e-03
333.870348	108.115494	71.838936	3.907930e-03
333.947615	108.118888	71.835542	3.906404e-03
334.024882	108.122281	71.832149	3.904878e-03
334.102149	108.125674	71.828757	3.903353e-03
334.179416	108.129065	71.825365	3.901829e-03
334.256683	108.132456	71.821975	3.900306e-03
334.333950	108.135846	71.818585	3.898784e-03
334.411216	108.139235	71.815195	3.897263e-03
334.488483	108.142624	71.811807	3.895743e-03
334.565750	108.146011	71.808419	3.894224e-03
334.643017	108.149398	71.805032	3.892706e-03
334.720284	108.152784	71.801646	3.891189e-03
334.797551	108.156170	71.798261	3.889673e-03
334.874818	108.159554	71.794876	3.888157e-03
334.952085	108.162938	71.791493	3.886643e-03
335.029352	108.166321	71.788110	3.885129e-03
335.106619	108.169703	71.784727	3.883617e-03
335.183886	108.173084	71.781346	3.882105e-03
335.261153	108.176465	71.777965	3.880595e-03
335.338419	108.179845	71.774586	3.879085e-03
335.415686	108.183224	71.771206	3.877576e-03
335.492953	108.186602	71.767828	3.876068e-03
335.570220	108.189980	71.764451	3.874561e-03
335.647487	108.193357	71.761074	3.873055e-03
335.724754	108.196733	71.757698	3.871550e-03
335.802021	108.200108	71.754323	3.870046e-03
335.879288	108.203482	71.750948	3.868543e-03
335.956555	108.206856	71.747575	3.867041e-03
336.033822	108.210229	71.744202	3.865539e-03
336.111089	108.213601	71.740830	3.864039e-03
336.188356	108.216972	71.737458	3.862539e-03
336.265622	108.220343	71.734088	3.861041e-03
336.342889	108.223712	71.730718	3.859543e-03
336.420156	108.227081	71.727349	3.858047e-03
336.497423	108.230450	71.723981	3.856551e-03
336.574690	108.233817	71.720614	3.855056e-03
336.651957	108.237184	71.717247	3.853562e-03
336.729224	108.240550	71.713881	3.852069e-03
336.806491	108.243915	71.710516	3.850577e-03
336.883758	108.247279	71.707151	3.849086e-03
336.961025	108.250643	71.703788	3.847595e-03
337.038292	108.254005	71.700425	3.846106e-03
337.115559	108.257367	71.697063	3.844618e-03
337.192825	108.260729	71.693702	3.843130e-03
337.270092	108.264089	71.690341	3.841644e-03
337.347359	108.267449	71.686982	3.840158e-03
337.424626	108.270808	71.683623	3.838673e-03
337.501893	108.274166	71.680264	3.837189e-03
337.579160	108.277523	71.676907	3.835706e-03
337.656427	108.280880	71.673550	3.834224e-03
337.733694	108.284236	71.670194	3.832743e-03
337.810961	108.287591	71.666839	3.831263e-03
337.888228	108.290945	71.663485	3.829784e-03
337.965495	108.294299	71.660131	3.828305e-03
338.042762	108.297652	71.656779	3.826828e-03
338.120028	108.301004	71.653427	3.825351e-03
338.197295	108.304355	71.650075	3.823876e-03
338.274562	108.307706	71.646725	3.822401e-03
338.351829	108.311055	71.643375	3.820927e-03
338.429096	108.314404	71.640026	3.819454e-03
338.506363	108.317753	71.636678	3.817982e-03
338.583630	108.321100	71.633330	3.816511e-03
338.660897	108.324447	71.629984	3.815041e-03
338.738164	108.327793	71.626638	3.813571e-03
338.815431	108.331138	71.623293	3.812103e-03
338.892698	108.334482	71.619948	3.810635e-03
338.969965	108.337826	71.616605	3.809169e-03
339.047231	108.341169	71.613262	3.807703e-03
339.124498	108.344511	71.609920	3.806238e-03
339.201765	108.347852	71.606578	3.804774e-03
339.279032	108.351193	71.603238	3.803311e-03
339.356299	108.354533	71.599898	3.801849e-03
339.433566	108.357872	71.596559	3.800388e-03
339.510833	108.361210	71.593220	3.798928e-03
339.588100	108.364548	71.589883	3.797468e-03
339.665367	108.367884	71.586546	3.796010e-03
339.742634	108.371220	71.583210	3.794552e-03
339.819901	108.374556	71.579875	3.793095e-03
339.897168	108.377890	71.576540	3.791639e-03
339.974434	108.381224	71.573206	3.790184e-03
340.051701	108.384557	71.569873	3.788730e-03
340.128968	108.387889	71.566541	3.787277e-03
340.206235	108.391221	71.563210	3.785825e-03
340.283502	108.394552	71.559879	3.784373e-03
340.360769	108.397881	71.556549	3.782923e-03
340.438036	108.401211	71.553220	3.781473e-03
340.515303	108.404539	71.549891	3.780024e-03
340.592570	108.407867	71.546564	3.778576e-03
340.669837	108.411194	71.543237	3.777129e-03
340.747104	108.414520	71.539910	3.775683e-03
340.824371	108.417845	71.536585	3.774238e-03
340.901638	108.421170	71.533260	3.772793e-03
340.978904	108.424494	71.529936	3.771350e-03
341.056171	108.427817	71.526613	3.769907e-03
341.133438	108.431140	71.523291	3.768465e-03
341.210705	108.434461	71.519969	3.767025e-03
341.287972	108.437782	71.516648	3.765585e-03
341.365239	108.441103	71.513328	3.764145e-03
341.442506	108.444422	71.510008	3.762707e-03
341.519773	108.447741	71.506690	3.761270e-03
341.597040	108.451059	71.503372	3.759833e-03
341.674307	108.454376	71.500055	3.758398e-03
341.751574	108.457692	71.496738	3.756963e-03
341.828841	108.461008	71.493423	3.755529e-03
341.906107	108.464323	71.490108	3.754096e-03
341.983374	108.467637	71.486794	3.752664e-03
342.060641	108.470950	71.483480	3.751233e-03
342.137908	108.474263	71.480167	3.749802e-03
342.215175	108.477575	71.476855	3.748373e-03
342.292442	108.480886	71.473544	3.746944e-03
342.369709	108.484197	71.470234	3.745516e-03
342.446976	108.487506	71.466924	3.744089e-03
342.524243	108.490815	71.463615	3.742663e-03
342.601510	108.494123	71.460307	3.741238e-03
342.678777	108.497431	71.457000	3.739814e-03
342.756044	108.500738	71.453693	3.738390e-03
342.833310	108.504044	71.450387	3.736968e-03
342.910577	108.507349	71.447082	3.735546e-03
342.987844	108.510653	71.443777	3.734125e-03
343.065111	108.513957	71.440474	3.732705e-03
343.142378	108.517260	71.437171	3.731286e-03
343.219645	108.520562	71.433868	3.729868e-03
343.296912	108.523864	71.430567	3.728450e-03
343.374179	108.527164	71.427266	3.727034e-03
343.451446	108.530464	71.423966	3.725618e-03
343.528713	108.533764	71.420667	3.724203e-03
343.605980	108.537062	71.417368	3.722789e-03
343.683247	108.540360	71.414070	3.721376e-03
343.760513	108.543657	71.410773	3.719963e-03
343.837780	108.546953	71.407477	3.718552e-03
343.915047	108.550249	71.404182	3.717141e-03
343.992314	108.553544	71.400887	3.715732e-03
344.069581	108.556838	71.397593	3.714323e-03
344.146848	108.560131	71.394299	3.712915e-03
344.224115	108.563424	71.391007	3.711507e-03
344.301382	108.566716	71.387715	3.710101e-03
344.378649	108.570007	71.384424	3.708696e-03
344.455916	108.573297	71.381133	3.707291e-03
344.533183	108.576587	71.377844	3.705887e-03
344.610450	108.579876	71.374555	3.704484e-03
344.687716	108.583164	71.371267	3.703082e-03
344.764983	108.586451	71.367979	3.701681e-03
344.842250	108.589738	71.364693	3.700280e-03
344.919517	108.593024	71.361407	3.698881e-03
344.996784	108.596309	71.358121	3.697482e-03
345.074051	108.599594	71.354837	3.696084e-03
345.151318	108.602877	71.351553	3.694687e-03
345.228585	108.606160	71.348270	3.693291e-03
345.305852	108.609443	71.344988	3.691895e-03
345.383119	108.612724	71.341706	3.690501e-03
345.460386	108.616005	71.338425	3.689107e-03
345.537653	108.619285	71.335145	3.687714e-03
345.614919	108.622564	71.331866	3.686322e-03
345.692186	108.625843	71.328587	3.684931e-03
345.769453	108.629121	71.325310	3.683541e-03
345.846720	108.632398	71.322032	3.682151e-03
345.923987	108.635674	71.318756	3.680763e-03
346.001254	108.638950	71.315480	3.679375e-03
346.078521	108.642225	71.312205	3.677988e-03
346.155788	108.645499	71.308931	3.676601e-03
346.233055	108.648773	71.305658	3.675216e-03
346.310322	108.652046	71.302385	3.673832e-03
346.387589	108.655318	71.299113	3.672448e-03
346.464856	108.658589	71.295842	3.671065e-03
346.542122	108.661860	71.292571	3.669683e-03
346.619389	108.665129	71.289301	3.668302e-03
346.696656	108.668398	71.286032	3.666921e-03
346.773923	108.671667	71.282764	3.665542e-03
346.851190	108.674935	71.279496	3.664163e-03
346.928457	108.678201	71.276229	3.662785e-03
347.005724	108.681468	71.272963	3.661408e-03
347.082991	108.684733	71.269697	3.660032e-03
347.160258	108.687998	71.266433	3.658656e-03
347.237525	108.691262	71.263169	3.657282e-03
347.314792	108.694525	71.259905	3.655908e-03
347.392059	108.697788	71.256643	3.654535e-03
347.469325	108.701050	71.253381	3.653163e-03
347.546592	108.704311	71.250120	3.651792e-03
347.623859	108.707571	71.246859	3.650421e-03
347.701126	108.710831	71.243600	3.649051e-03
347.778393	108.714090	71.240341	3.647683e-03
347.855660	108.717348	71.237082	3.646315e-03
347.932927	108.720605	71.233825	3.644947e-03
348.010194	108.723862	71.230568	3.643581e-03
348.087461	108.727118	71.227312	3.642215e-03
348.164728	108.730374	71.224057	3.640850e-03
348.241995	108.733628	71.220802	3.639486e-03
348.319262	108.736882	71.217548	3.638123e-03
348.396528	108.740135	71.214295	3.636761e-03
348.473795	108.743388	71.211043	3.635399e-03
348.551062	108.746639	71.207791	3.634039e-03
348.628329	108.749890	71.204540	3.632679e-03
348.705596	108.753141	71.201290	3.631320e-03
348.782863	108.756390	71.198040	3.629961e-03
348.860130	108.759639	71.194791	3.628604e-03
348.937397	108.762887	71.191543	3.627247e-03
349.014664	108.766135	71.188296	3.625891e-03
349.091931	108.769381	71.185049	3.624536e-03
349.169198	108.772627	71.181803	3.623182e-03
349.246465	108.775873	71.178558	3.621829e-03
349.323731	108.779117	71.175313	3.620476e-03
349.400998	108.782361	71.172070	3.619124e-03
349.478265	108.785604	71.168827	3.617773e-03
349.555532	108.788846	71.165584	3.616423e-03
349.632799	108.792088	71.162342	3.615073e-03
349.710066	108.795329	71.159102	3.613725e-03
349.787333	108.798569	71.155861	3.612377e-03
349.864600	108.801809	71.152622	3.611030e-03
349.941867	108.805047	71.149383	3.609684e-03
350.019134	108.808286	71.146145	3.608338e-03
350.096401	108.811523	71.142908	3.606994e-03
350.173668	108.814760	71.139671	3.605650e-03
350.250934	108.817995	71.136435	3.604307e-03
350.328201	108.821231	71.133200	3.602965e-03
350.405468	108.824465	71.129965	3.601623e-03
350.482735	108.827699	71.126731	3.600282e-03
350.560002	108.830932	71.123498	3.598943e-03
350.637269	108.834164	71.120266	3.597604e-03
350.714536	108.837396	71.117034	3.596265e-03
350.791803	108.840627	71.113803	3.594928e-03
350.869070	108.843857	71.110573	3.593591e-03
350.946337	108.847087	71.107344	3.592255e-03
351.023604	108.850316	71.104115	3.590920e-03
351.100871	108.853544	71.100887	3.589586e-03
351.178137	108.856771	71.097659	3.588252e-03
351.255404	108.859998	71.094433	3.586920e-03
351.332671	108.863224	71.091207	3.585588e-03
351.409938	108.866449	71.087981	3.584256e-03
351.487205	108.869674	71.084757	3.582926e-03
351.564472	108.872897	71.081533	3.581596e-03
351.641739	108.876121	71.078310	3.580268e-03
351.719006	108.879343	71.075087	3.578940e-03
351.796273	108.882565	71.071866	3.577612e-03
351.873540	108.885786	71.068645	3.576286e-03
351.950807	108.889006	71.065424	3.574960e-03
352.028074	108.892226	71.062205	3.573635e-03
352.105340	108.895445	71.058986	3.572311e-03
352.182607	108.898663	71.055768	3.570988e-03
352.259874	108.901880	71.052550	3.569665e-03
352.337141	108.905097	71.049333	3.568344e-03
352.414408	108.908313	71.046117	3.567023e-03
352.491675	108.911528	71.042902	3.565702e-03
352.568942	108.914743	71.039687	3.564383e-03
352.646209	108.917957	71.036473	3.563064e-03
352.723476	108.921170	71.033260	3.561747e-03
352.800743	108.924383	71.030048	3.560429e-03
352.878010	108.927595	71.026836	3.559113e-03
352.955277	108.930806	71.023625	3.557798e-03
353.032543	108.934016	71.020414	3.556483e-03
353.109810	108.937226	71.017204	3.555169e-03
353.187077	108.940435	71.013995	3.553856e-03
353.264344	108.943643	71.010787	3.552543e-03
353.341611	108.946851	71.007579	3.551231e-03
353.418878	108.950058	71.004373	3.549921e-03
353.496145	108.953264	71.001166	3.548610e-03
353.573412	108.956470	70.997961	3.547301e-03
353.650679	108.959674	70.994756	3.545992e-03
353.727946	108.962879	70.991552	3.544685e-03
353.805213	108.966082	70.988348	3.543377e-03
353.882480	108.969285	70.985146	3.542071e-03
353.959746	108.972487	70.981944	3.540766e-03
354.037013	108.975688	70.978742	3.539461e-03
354.114280	108.978889	70.975542	3.538157e-03
354.191547	108.982089	70.972342	3.536854e-03
354.268814	108.985288	70.969143	3.535551e-03
354.346081	108.988486	70.965944	3.534249e-03
354.423348	108.991684	70.962746	3.532949e-03
354.500615	108.994881	70.959549	3.531648e-03
354.577882	108.998078	70.956353	3.530349e-03
354.655149	109.001274	70.953157	3.529050e-03
354.732416	109.004469	70.949962	3.527752e-03
354.809683	109.007663	70.946767	3.526455e-03
354.886949	109.010857	70.943574	3.525159e-03
354.964216	109.014050	70.940381	3.523863e-03
355.041483	109.017242	70.937189	3.522568e-03
355.118750	109.020433	70.933997	3.521274e-03
355.196017	109.023624	70.930806	3.519981e-03
355.273284	109.026815	70.927616	3.518688e-03
355.350551	109.030004	70.924426	3.517396e-03
355.427818	109.033193	70.921238	3.516105e-03
355.505085	109.036381	70.918049	3.514815e-03
355.582352	109.039568	70.914862	3.513525e-03
355.659619	109.042755	70.911675	3.512237e-03
355.736886	109.045941	70.908489	3.510949e-03
355.814152	109.049126	70.905304	3.509661e-03
355.891419	109.052311	70.902119	3.508375e-03
355.968686	109.055495	70.898935	3.507089e-03
356.045953	109.058678	70.895752	3.505804e-03
356.123220	109.061861	70.892570	3.504519e-03
356.200487	109.065043	70.889388	3.503236e-03
356.277754	109.068224	70.886206	3.501953e-03
356.355021	109.071404	70.883026	3.500671e-03
356.432288	109.074584	70.879846	3.499390e-03
356.509555	109.077763	70.876667	3.498109e-03
356.586822	109.080942	70.873489	3.496829e-03
356.664089	109.084120	70.870311	3.495550e-03
356.741355	109.087297	70.867134	3.494272e-03
356.818622	109.090473	70.863957	3.492994e-03
356.895889	109.093649	70.860782	3.491717e-03
356.973156	109.096824	70.857607	3.490441e-03
357.050423	109.099998	70.854432	3.489166e-03
357.127690	109.103172	70.851259	3.487891e-03
357.204957	109.106345	70.848086	3.486617e-03
357.282224	109.109517	70.844914	3.485344e-03
357.359491	109.112688	70.841742	3.484072e-03
357.436758	109.115859	70.838571	3.482800e-03
357.514025	109.119029	70.835401	3.481529e-03
357.591292	109.122199	70.832232	3.480259e-03
357.668558	109.125368	70.829063	3.478990e-03
357.745825	109.128536	70.825895	3.477721e-03
357.823092	109.131703	70.822727	3.476453e-03
357.900359	109.134870	70.819560	3.475186e-03
357.977626	109.138036	70.816394	3.473919e-03
358.054893	109.141202	70.813229	3.472653e-03
358.132160	109.144366	70.810064	3.471388e-03
358.209427	109.147530	70.806900	3.470124e-03
358.286694	109.150694	70.803737	3.468861e-03
358.363961	109.153856	70.800574	3.467598e-03
358.441228	109.157018	70.797412	3.466336e-03
358.518495	109.160180	70.794251	3.465074e-03
358.595761	109.163340	70.791090	3.463814e-03
358.673028	109.166500	70.787930	3.462554e-03
358.750295	109.169659	70.784771	3.461294e-03
358.827562	109.172818	70.781612	3.460036e-03
358.904829	109.175976	70.778454	3.458778e-03
358.982096	109.179133	70.775297	3.457521e-03
359.059363	109.182290	70.772141	3.456265e-03
359.136630	109.185446	70.768985	3.455009e-03
359.213897	109.188601	70.765830	3.453755e-03
359.291164	109.191755	70.762675	3.452501e-03
359.368431	109.194909	70.759521	3.451247e-03
359.445698	109.198062	70.756368	3.449995e-03
359.522964	109.201215	70.753216	3.448743e-03
359.600231	109.204367	70.750064	3.447491e-03
359.677498	109.207518	70.746913	3.446241e-03
359.754765	109.210668	70.743762	3.444991e-03
359.832032	109.213818	70.740613	3.443742e-03
359.909299	109.216967	70.737463	3.442494e-03
359.986566	109.220115	70.734315	3.441246e-03
360.063833	109.223263	70.731167	3.439999e-03
360.141100	109.226410	70.728020	3.438753e-03
360.218367	109.229557	70.724874	3.437508e-03
360.295634	109.232702	70.721728	3.436263e-03
360.372901	109.235847	70.718583	3.435019e-03
360.450167	109.238992	70.715439	3.433776e-03
360.527434	109.242135	70.712295	3.432533e-03
360.604701	109.245278	70.709152	3.431291e-03
360.681968	109.248421	70.706010	3.430050e-03
360.759235	109.251562	70.702868	3.428810e-03
360.836502	109.254703	70.699727	3.427570e-03
360.913769	109.257844	70.696587	3.426331e-03
360.991036	109.260983	70.693447	3.425093e-03
361.068303	109.264122	70.690308	3.423855e-03
361.145570	109.267261	70.687170	3.422618e-03
361.222837	109.270398	70.684032	3.421382e-03
361.300104	109.273535	70.680895	3.420147e-03
361.377370	109.276672	70.677759	3.418912e-03
361.454637	109.279807	70.674623	3.417678e-03
361.531904	109.282942	70.671488	3.416445e-03
361.609171	109.286076	70.668354	3.415212e-03
361.686438	109.289210	70.665220	3.413980e-03
361.763705	109.292343	70.662087	3.412749e-03
361.840972	109.295475	70.658955	3.411519e-03
361.918239	109.298607	70.655824	3.410289e-03
361.995506	109.301738	70.652693	3.409060e-03
362.072773	109.304868	70.649562	3.407832e-03
362.150040	109.307998	70.646433	3.406604e-03
362.227307	109.311127	70.643304	3.405377e-03
362.304573	109.314255	70.640176	3.404151e-03
362.381840	109.317382	70.637048	3.402925e-03
362.459107	109.320509	70.633921	3.401700e-03
362.536374	109.323636	70.630795	3.400476e-03
362.613641	109.326761	70.627669	3.399253e-03
362.690908	109.329886	70.624544	3.398030e-03
362.768175	109.333010	70.621420	3.396808e-03
362.845442	109.336134	70.618296	3.395587e-03
362.922709	109.339257	70.615173	3.394366e-03
362.999976	109.342379	70.612051	3.393146e-03
363.077243	109.345501	70.608930	3.391927e-03
363.154510	109.348622	70.605809	3.390708e-03
363.231776	109.351742	70.602688	3.389490e-03
363.309043	109.354862	70.599569	3.388273e-03
363.386310	109.357981	70.596450	3.387057e-03
363.463577	109.361099	70.593331	3.385841e-03
363.540844	109.364217	70.590214	3.384626e-03
363.618111	109.367334	70.587097	3.383412e-03
363.695378	109.370450	70.583981	3.382198e-03
363.772645	109.373566	70.580865	3.380985e-03
363.849912	109.376681	70.577750	3.379773e-03
363.927179	109.379795	70.574636	3.378561e-03
364.004446	109.382908	70.571522	3.377350e-03
364.081713	109.386021	70.568409	3.376140e-03
364.158979	109.389134	70.565297	3.374930e-03
364.236246	109.392245	70.562185	3.373722e-03
364.313513	109.395357	70.559074	3.372514e-03
364.390780	109.398467	70.555964	3.371306e-03
364.468047	109.401577	70.552854	3.370099e-03
364.545314	109.404686	70.549745	3.368893e-03
364.622581	109.407794	70.546636	3.367688e-03
364.699848	109.410902	70.543529	3.366483e-03
364.777115	109.414009	70.540422	3.365279e-03
364.854382	109.417115	70.537315	3.364076e-03
364.931649	109.420221	70.534210	3.362873e-03
365.008916	109.423326	70.531104	3.361671e-03
365.086183	109.426430	70.528000	3.360470e-03
365.163449	109.429534	70.524896	3.359269e-03
365.240716	109.432637	70.521793	3.358069e-03
365.317983	109.435740	70.518691	3.356870e-03
365.395250	109.438842	70.515589	3.355672e-03
365.472517	109.441943	70.512488	3.354474e-03
365.549784	109.445043	70.509387	3.353276e-03
365.627051	109.448143	70.506287	3.352080e-03
365.704318	109.451242	70.503188	3.350884e-03
365.781585	109.454341	70.500090	3.349689e-03
365.858852	109.457439	70.496992	3.348495e-03
365.936119	109.460536	70.493895	3.347301e-03
366.013386	109.463632	70.490798	3.346108e-03
366.090652	109.466728	70.487702	3.344915e-03
366.167919	109.469824	70.484607	3.343723e-03
366.245186	109.472918	70.481512	3.342532e-03
366.322453	109.476012	70.478418	3.341342e-03
366.399720	109.479105	70.475325	3.340152e-03
366.476987	109.482198	70.472232	3.338963e-03
366.554254	109.485290	70.469140	3.337775e-03
366.631521	109.488381	70.466049	3.336587e-03
366.708788	109.491472	70.462958	3.335400e-03
366.786055	109.494562	70.459868	3.334214e-03
366.863322	109.497652	70.456779	3.333028e-03
366.940589	109.500740	70.453690	3.331843e-03
367.017855	109.503828	70.450602	3.330658e-03
367.095122	109.506916	70.447515	3.329475e-03
